timestamp,open,high,low,close,volume,price_change,ma_10,ma_50
2024-09-30 12:00:00,63819.45,64132.0,63760.83,64048.0,957.7337,0.0035813538946753987,64180.54,65343.8702
2024-09-30 13:00:00,64048.01,64161.08,63799.81,63874.54,1133.93923,-0.002708281289033221,64112.626000000004,65305.4008
2024-09-30 14:00:00,63874.54,64010.07,63571.28,63740.72,1521.78188,-0.0020950444418073033,64042.528000000006,65269.2528
2024-09-30 15:00:00,63740.72,63999.5,63508.0,63561.41,1232.08431,-0.002813115383698217,63946.07000000001,65229.9204
2024-09-30 16:00:00,63561.42,63732.0,63462.59,63486.98,786.10126,-0.001170993532081832,63859.168000000005,65185.245200000005
2024-09-30 17:00:00,63486.98,63711.61,63372.69,63696.0,1657.21829,0.0032923286002892738,63772.567,65146.782600000006
2024-09-30 18:00:00,63696.0,63738.25,63056.0,63330.55,1516.30048,-0.005737408942476763,63674.464,65103.0736
2024-09-30 19:00:00,63330.56,63634.72,63282.0,63488.0,1528.28399,0.0024861618918514683,63669.163,65060.1696
2024-09-30 20:00:00,63488.0,63860.0,63456.0,63809.99,857.72548,0.005071667086693488,63685.563,65022.0692
2024-09-30 21:00:00,63810.0,63831.63,63640.0,63706.93,319.89044,-0.0016151076030570533,63674.312,64981.72779999999
2024-09-30 22:00:00,63706.93,63771.11,63480.0,63481.98,406.67834,-0.0035310130310783894,63617.71,64938.4476
2024-09-30 23:00:00,63481.99,63617.45,62856.3,63327.59,1548.15582,-0.0024320287426449205,63563.01499999999,64891.159400000004
2024-10-01 00:00:00,63327.6,63606.0,63006.7,63531.99,1336.93335,0.003227661118953007,63542.14199999999,64848.19899999999
2024-10-01 01:00:00,63532.0,63639.86,63370.01,63458.0,1004.08763,-0.0011646101436456613,63531.801,64800.199
2024-10-01 02:00:00,63458.0,63458.0,63180.0,63443.76,716.11822,-0.00022440039080962038,63527.47899999999,64755.332200000004
2024-10-01 03:00:00,63443.76,63744.0,63430.0,63723.48,822.21265,0.004408944236596435,63530.227,64712.3438
2024-10-01 04:00:00,63723.47,63879.81,63652.06,63868.94,778.75286,0.002282675083030705,63584.066000000006,64673.242600000005
2024-10-01 05:00:00,63868.93,63899.99,63674.49,63749.99,816.29206,-0.0018624076115871802,63610.265,64631.92399999999
2024-10-01 06:00:00,63750.0,64097.03,63750.0,64033.98,778.17242,0.004454745796822923,63632.664000000004,64597.7638
2024-10-01 07:00:00,64033.99,64130.63,63920.0,64045.92,1142.17634,0.00018646349953566066,63666.563,64566.801999999996
2024-10-01 08:00:00,64045.92,64096.0,63839.0,63956.0,974.1637,-0.0014039926352841237,63713.965000000004,64535.92220000001
2024-10-01 09:00:00,63955.99,64118.0,63864.46,63864.46,1152.0675,-0.0014312965163549851,63767.652,64503.671200000004
2024-10-01 10:00:00,63864.47,63942.0,63707.89,63910.12,603.43982,0.0007149516335063222,63805.465000000004,64470.6754
2024-10-01 11:00:00,63910.11,63989.58,63723.4,63734.0,500.6752,-0.002755745099524143,63833.06499999999,64433.7572
2024-10-01 12:00:00,63734.01,63809.97,63559.63,63668.21,535.43878,-0.0010322590767879447,63855.51000000001,64395.68159999999
2024-10-01 13:00:00,63668.21,63688.0,62522.0,62866.8,3512.9979,-0.012587286496667627,63769.84199999999,64339.1792
2024-10-01 14:00:00,62866.8,63084.0,62448.01,62598.0,3649.61853,-0.004275706732329354,63642.748,64278.505600000004
2024-10-01 15:00:00,62598.0,62821.76,61814.01,62628.85,4931.80431,0.0004928272468769368,63530.634000000005,64214.723000000005
2024-10-01 16:00:00,62628.85,62778.73,61906.04,62448.0,3426.5041,-0.002887646827300805,63372.03600000001,64149.8016
2024-10-01 17:00:00,62448.0,62448.0,61092.0,62151.99,5545.71241,-0.004740103766333603,63182.643000000004,64077.8146
2024-10-01 18:00:00,62152.0,62440.0,61859.57,61987.99,1708.27737,-0.002638692662938036,62985.842000000004,64002.2746
2024-10-01 19:00:00,61987.98,62091.29,61610.71,61755.99,1598.40777,-0.0037426604734239755,62774.99500000001,63921.0342
2024-10-01 20:00:00,61755.99,61760.74,60164.0,60809.02,4855.59431,-0.015334059092891206,62464.88500000001,63821.425599999995
2024-10-01 21:00:00,60809.03,61214.73,60656.77,61142.01,1253.06187,0.005475996817577489,62205.686,63725.089400000004
2024-10-01 22:00:00,61142.0,61142.01,60630.01,60767.99,1093.23745,-0.006117234287848938,61915.66399999999,63624.2092
2024-10-01 23:00:00,60768.0,61033.71,60652.0,60805.78,935.73453,0.0006218734567327022,61709.562,63522.9528
2024-10-02 00:00:00,60804.92,61208.49,60733.81,61046.26,1228.11528,0.0039548871834225174,61554.388,63430.3896
2024-10-02 01:00:00,61046.27,61536.16,61000.0,61522.89,941.08845,0.0078076855158693,61443.792,63348.80720000001
2024-10-02 02:00:00,61522.89,61822.62,61433.49,61782.89,1174.69646,0.004226069354024142,61377.280999999995,63275.187999999995
2024-10-02 03:00:00,61782.89,61883.0,61662.65,61750.47,944.98223,-0.0005247407494211043,61337.12899999999,63214.7976
2024-10-02 04:00:00,61750.46,61750.47,61440.0,61495.79,704.31237,-0.004124341077889726,61287.909,63157.1932
2024-10-02 05:00:00,61495.78,61609.3,61350.0,61489.71,661.76897,-9.886855669305472e-05,61261.280999999995,63095.9138
2024-10-02 06:00:00,61489.71,61788.4,61359.9,61700.01,760.10641,0.003420084433639392,61350.380000000005,63041.08000000001
2024-10-02 07:00:00,61700.01,61940.0,61588.78,61727.4,698.17476,0.00044392213226540633,61408.91900000001,62985.1082
2024-10-02 08:00:00,61727.39,61914.34,61603.49,61806.01,535.23837,0.001273502528860826,61512.721,62934.1084
2024-10-02 09:00:00,61806.01,61817.76,61130.0,61271.25,1082.07393,-0.008652233010996824,61559.268000000004,62868.2932
2024-10-02 10:00:00,61271.24,61555.0,61151.04,61188.28,1005.99847,-0.0013541424403777924,61573.47000000001,62805.82720000001
2024-10-02 11:00:00,61188.27,61380.0,60888.88,61164.01,1204.28505,-0.00039664458618537957,61537.58200000001,62758.2872
2024-10-02 12:00:00,61164.01,61220.0,60696.4,60798.8,1274.80586,-0.005970995034498161,61439.172999999995,62701.343400000005
2024-10-02 13:00:00,60798.8,61460.0,60524.21,61350.0,2508.38932,0.009065968407271141,61399.126000000004,62651.95460000001
2024-10-02 14:00:00,61350.0,61672.0,61047.16,61077.78,2267.56057,-0.004437163814180911,61357.325,62592.550200000005
2024-10-02 15:00:00,61077.77,61926.9,61059.9,61874.01,1514.52104,0.013036328432369348,61395.755000000005,62552.5396
2024-10-02 16:00:00,61874.01,62390.31,61779.87,61800.0,1555.81954,-0.0011961403503668588,61405.754,62513.72519999999
2024-10-02 17:00:00,61800.01,61835.99,61242.0,61628.01,1115.92104,-0.0027830097087377936,61395.815,62475.057199999996
2024-10-02 18:00:00,61628.01,61691.0,60762.09,60762.09,1403.72059,-0.014050753869871868,61291.422999999995,62420.5594
2024-10-02 19:00:00,60762.1,60926.0,60000.0,60190.01,3854.05654,-0.009415081015152649,61183.299,62350.4396
2024-10-02 20:00:00,60190.01,60999.24,60128.0,60924.0,3301.59077,0.012194548563789764,61156.871,62302.308600000004
2024-10-02 21:00:00,60923.99,60952.0,60656.0,60831.99,607.84007,-0.0015102422690566053,61123.668999999994,62249.1884
2024-10-02 22:00:00,60832.0,60851.75,60438.0,60851.74,678.65953,0.00032466470355485555,61128.963,62190.0234
2024-10-02 23:00:00,60851.74,60869.56,60622.0,60649.28,510.97556,-0.003327102889744804,61058.891,62128.8704
2024-10-03 00:00:00,60649.27,61105.0,60536.0,60988.01,1646.41886,0.005585062180457845,61049.914000000004,62078.99100000001
2024-10-03 01:00:00,60988.01,61183.76,60919.9,61024.0,834.87326,0.0005901159916514853,60964.913,62032.9192
2024-10-03 02:00:00,61024.0,61274.0,60987.0,61185.17,502.78816,0.002641092029365577,60903.42999999999,61985.982800000005
2024-10-03 03:00:00,61185.18,61464.0,61092.0,61463.99,673.23178,0.004556986603126312,60887.028000000006,61946.1026
2024-10-03 04:00:00,61464.0,61477.19,61276.31,61326.0,571.45959,-0.002245054380621836,60943.418999999994,61903.74739999999
2024-10-03 05:00:00,61326.0,61360.0,61100.0,61176.01,702.22305,-0.0024457815608387445,61042.01899999999,61852.797999999995
2024-10-03 06:00:00,61176.0,61418.42,61106.01,61334.01,618.19443,0.0025827117525316634,61083.02,61802.09939999999
2024-10-03 07:00:00,61334.0,61424.25,60814.12,60926.0,1459.32009,-0.006652263564700944,61092.420999999995,61745.6196
2024-10-03 08:00:00,60926.0,60978.0,60138.0,60354.0,1805.58584,-0.00938843843350945,61042.647,61672.02
2024-10-03 09:00:00,60354.0,60765.33,60126.56,60720.48,984.32204,0.006072174172383038,61049.76700000001,61605.5112
2024-10-03 10:00:00,60720.48,61036.0,60648.0,61025.98,738.07634,0.005031251399857162,61053.564,61546.91079999999
2024-10-03 11:00:00,61025.98,61070.47,60594.0,60764.74,879.13477,-0.0042807997511880025,61027.638,61484.916399999995
2024-10-03 12:00:00,60764.73,60770.0,60372.12,60469.95,1231.76196,-0.0048513331909262325,60956.116,61416.113000000005
2024-10-03 13:00:00,60469.95,60583.99,59828.11,60382.05,2876.5955,-0.0014536145639278963,60847.922,61349.074
2024-10-03 14:00:00,60382.06,60900.0,60100.0,60172.01,2862.27532,-0.0034785172083425797,60732.523,61279.15
2024-10-03 15:00:00,60172.01,60690.0,60044.0,60641.5,1601.39415,0.007802464966684575,60679.07200000001,61234.64399999999
2024-10-03 16:00:00,60641.5,60781.53,60084.0,60168.0,1306.79294,-0.00780818416430995,60562.471000000005,61186.043999999994
2024-10-03 17:00:00,60167.99,60723.68,59917.02,60632.0,1556.13418,0.007711740460045302,60533.07100000001,61146.10699999999
2024-10-03 18:00:00,60632.0,60858.31,60531.85,60722.31,684.53507,0.001489477503628489,60569.902,61111.593199999996
2024-10-03 19:00:00,60722.31,61058.0,60544.33,61036.0,861.39195,0.005165976063822297,60601.45399999999,61089.2734
2024-10-03 20:00:00,61036.0,61100.0,60668.0,60773.99,610.81892,-0.0042927124975424835,60576.25499999999,61064.9934
2024-10-03 21:00:00,60774.0,60950.0,60596.4,60807.13,437.80348,0.0005452990662617729,60580.49399999999,61046.0162
2024-10-03 22:00:00,60807.13,60978.26,60714.0,60895.27,420.20059,0.0014495010700226185,60623.026,61047.741200000004
2024-10-03 23:00:00,60895.27,60984.0,60700.49,60752.71,356.10245,-0.0023410685263403064,60660.09199999999,61039.9552
2024-10-04 00:00:00,60752.72,60812.0,60459.9,60504.01,660.07721,-0.004093644546885211,60693.291999999994,61034.6756
2024-10-04 01:00:00,60504.01,61256.47,60488.0,61218.0,1068.07006,0.011800705440845993,60750.941999999995,61042.92
2024-10-04 02:00:00,61218.0,61272.73,60939.75,61036.14,410.02036,-0.002970694893658754,60837.755999999994,61042.717599999996
2024-10-04 03:00:00,61036.15,61065.36,60890.0,60951.99,235.42925,-0.0013786913785832633,60869.75499999999,61031.2996
